Year,Page,Brand,Product,Size,Base_Price,Promo_Price,Promo_Type,Promo_Details,Digital_Req,Non_Digital_Price,Member_Req,Savings,Discount_Depth,Net_Price,Core_Item
2019,2,Private Label,Smoked Ham Steak,Giant Bone-In,,2.99,STRAIGHT_PRICE,per lb,NO,,YES,,,2.99,NO
2019,2,Hatfield,Boneless Dinner Ham,Fully Cooked 2 lb or 3 lb,,10,STRAIGHT_PRICE,each,NO,,YES,,,10,NO
2019,2,Private Label,Fresh Domestic Shrimp Platter,31-40 ct 3 lbs with Cocktail Sauce,,29.99,STRAIGHT_PRICE,each,NO,,YES,,,29.99,NO
2019,2,Private Label,Giant Shrimp Tray,Farm Raised Frozen 20 oz pkg,,12.99,STRAIGHT_PRICE,each,NO,,YES,,,12.99,NO
2019,2,Nature's Promise,Shrimp Tray,Frozen 20 oz,,14.99,STRAIGHT_PRICE,each,NO,,YES,,,14.99,NO
2019,2,Nature's Promise,Shrimp Ring,16 oz,,9.99,STRAIGHT_PRICE,each,NO,,YES,,,9.99,NO
2019,2,Boar's Head,Sweet Slice Dinner Ham,Whole 3-5 lb avg wt,,6.99,STRAIGHT_PRICE,per lb,NO,,YES,,,6.99,NO
2019,2,Stella,Cheese Wedges,All Varieties 8 oz,,4.99,STRAIGHT_PRICE,each,NO,,YES,,,4.99,NO
2019,2,President,Pub Cheese,All Varieties 9 oz,,FREE,BOGO_FREE,Buy 1 Get 1 Free,NO,,YES,,,0,NO
2019,2,La Terra Fina,Dips,All Varieties 10 oz,,3.99,STRAIGHT_PRICE,each,NO,,YES,,,3.99,NO
2019,2,Yancey's,Cheese Wedges,All Varieties 7.6 oz,,5.99,STRAIGHT_PRICE,each,NO,,YES,,,5.99,NO
2019,2,Locatelli,Pecorino Romano,8 oz cont,,6.99,STRAIGHT_PRICE,each,NO,,YES,,,6.99,NO
2019,2,Private Label,Wensleydale with Cranberry,Fresh Cut in Store,,9.99,STRAIGHT_PRICE,per lb,NO,,YES,,,9.99,NO
2019,2,Private Label,Giant Dip Tray,All Varieties,,39.99,STRAIGHT_PRICE,each,NO,,YES,,,39.99,NO
2019,2,Popcorners,Chips,7 oz,,3,MULTIBUY,2/$6,NO,,YES,,,3,NO
2019,2,Nature's Promise,Vegetable Sticks or Chips,7.5-8 oz,,3,MULTIBUY,2/$6,NO,,YES,,,3,NO
2019,2,Nabisco,Large Snack Crackers or Family Size Premium Saltines,6.5-18 oz,,3.99,STRAIGHT_PRICE,,NO,,YES,,,3.99,NO
2019,2,Nabisco,Toasted Chips or Ritz Crisps,7.1-8.1 oz,,3.5,MULTIBUY,2/$7,NO,,YES,,,3.5,NO
2019,2,Domino,Granulated Sugar,3.5-4 lb,,2.5,MULTIBUY,2/$5,NO,,YES,,,2.5,NO
2019,2,King Arthur,Flour,5 lb,,2.99,STRAIGHT_PRICE,,NO,,YES,,,2.99,NO
2019,2,Nutella,Hazelnut Spread,12 oz,,2.99,STRAIGHT_PRICE,,NO,,YES,,,2.99,NO
2019,2,Ghirardelli,Baking Chips,10-12 oz,,3,MULTIBUY,2/$6,NO,,YES,,,3,NO
2019,2,Nabisco,Pie Crust,6 oz,,2,MULTIBUY,2/$4,NO,,YES,,,2,NO
2019,2,Jell-O,Gelatin or Pudding,2 oz or 3 oz,,1,MULTIBUY,10/$10,NO,,YES,,,1,NO
2019,2,Fisher,Chopped Walnuts,10 oz,,5.99,STRAIGHT_PRICE,,NO,,YES,,,5.99,NO
2019,2,Eagle Brand,Sweetened Condensed Milk,14 oz can,,2,MULTIBUY,2/$4,NO,,YES,,,2,NO
2019,2,Yankee Candle,Candles,22 oz jar,,15,MULTIBUY,2/$30,NO,,YES,,,15,NO
2019,2,Harvest,Housewares,Selected Varieties,,20% OFF,PERCENT_OFF,20% Off,NO,,YES,,,20% OFF,NO
2019,2,Harvest,Party Goods,Selected Varieties,,1.5,MULTIBUY,2/$3,NO,,YES,,,1.5,NO
2019,3,Del Monte,Canned Vegetables,11.5-15.25 oz can,,0.77,STRAIGHT_PRICE,,NO,,YES,,,0.77,NO
2019,3,Le Sueur,Canned Vegetables,15 oz can,,0.77,STRAIGHT_PRICE,,NO,,YES,,,0.77,NO
2019,3,Pepperidge Farm,Stuffing,12-14 oz pkg,,2.5,MULTIBUY,2/$5,NO,,YES,,,2.5,YES
2019,3,Bruce's,Yams,40 oz can,,2,MULTIBUY,2/$4,NO,,YES,,,2,NO
2019,3,Arnold,Stuffing,12-14 oz jar,,3,MULTIBUY,2/$6,NO,,YES,,,3,YES
2019,3,Campbell's,Cream of Mushroom Chicken Soup or Gravy,10.5 oz can,,1,MULTIBUY,10/$10,NO,,YES,,,1,YES
2019,3,McCormick,Food Coloring Extracts or Spices,Food Coloring 1 oz or Spices 0.5-2.4 oz,,1,STRAIGHT_PRICE,,NO,,YES,,,1,NO
2019,3,Nature's Promise,Spices,1-2 oz or Extracts 0.5-2.4 oz,,1,STRAIGHT_PRICE,,NO,,YES,,,1,NO
2019,3,Kraft,Original Mac & Cheese or Idahoan Mashed Potato Pouches or Cups,Kraft 7.25 oz box or Idahoan Pouch 3-4 oz or Mashed Potato Cup 1.5 oz,,0.88,STRAIGHT_PRICE,,NO,,YES,,,0.88,NO
2019,3,French's,Fried Onions,5-6 oz cont,,3.5,MULTIBUY,2/$7,NO,,YES,,,3.5,NO
2019,3,Private Label,Giant Brown & Serve Dinner Rolls,11 oz pkg,,1.5,MULTIBUY,2/$3,NO,,YES,,,1.5,NO
2019,3,Pepperidge Farm,Artisan Rolls,Frozen 14 oz,,3.5,MULTIBUY,2/$7,NO,,YES,,,3.5,NO
2019,3,Rhodes,Cinnamon and Dinner Rolls,19-25 oz,,3.99,STRAIGHT_PRICE,,NO,,YES,,,3.99,NO
2019,3,Sister Schubert's,Dinner Rolls,11-15 oz,,2.99,STRAIGHT_PRICE,,NO,,YES,,,2.99,NO
2019,3,Hunt's,Canned Tomatoes,Giant Brand 28-29 oz can,,0.88,STRAIGHT_PRICE,,NO,,YES,,,0.88,NO
2019,3,Private Label,Giant Canned Tomatoes,28-29 oz can,,0.88,STRAIGHT_PRICE,,NO,,YES,,,0.88,NO
2019,3,San Giorgio,Pasta,12-16 oz box,,0.88,STRAIGHT_PRICE,,NO,,YES,,,0.88,NO
2019,3,Ronzoni,Pasta,12 oz box,,0.88,STRAIGHT_PRICE,,NO,,YES,,,0.88,NO
2019,3,DeCecco,Pasta,8.5-16 oz box,,1.67,MULTIBUY,3/$5,NO,,YES,,,1.67,NO
2019,3,Nature's Promise,Organic Pasta Sauce,26 oz,,2.5,MULTIBUY,2/$5,NO,,YES,,,2.5,NO
2019,3,No Yolks,Noodles,12 oz,,1.67,MULTIBUY,3/$5,NO,,YES,,,1.67,NO
2019,3,Private Label,Giant Grated Parmesan Cheese,8 oz,,3.5,MULTIBUY,2/$7,NO,,YES,,,3.5,NO
2019,3,Bertolli,Olive Oil,16.9 oz btl,,50% OFF,PERCENT_OFF,50% Off,NO,,YES,,,50% OFF,NO
2019,3,Rao's,Homemade Pasta Sauce,24 oz jar,,6.99,STRAIGHT_PRICE,,NO,,YES,,,6.99,NO
2019,3,DeLallo,Potato Gnocchi,16 oz,,2.5,MULTIBUY,2/$5,NO,,YES,,,2.5,NO
2019,3,Welch's,Sparkling Juice,25.4 fl oz,,3,MULTIBUY,2/$6,NO,,YES,,,3,NO
2019,3,San Pellegrino,12 Pack,12/33.3 fl oz btls,,12.99,STRAIGHT_PRICE,,NO,,YES,,,12.99,NO
2019,3,Perrier,Natural Spring Water,Sparkling 6 pk 16.5-33.8 fl oz,,1.25,MULTIBUY,4/$5,NO,,YES,,,1.25,NO
2019,3,Acqua Panna,Natural Spring Water,23.3 fl oz,,1.25,MULTIBUY,4/$5,NO,,YES,,,1.25,NO
2019,3,7UP,2 Liter,67.6 fl oz btl,,FREE,BOGO_FREE,Buy 2 Get 2 Free,NO,,YES,,,0,NO
2019,3,Private Label,Giant Pie Shells,Frozen 16 oz,,2.49,STRAIGHT_PRICE,,NO,,YES,,,2.49,NO
2019,3,Sara Lee,Fruit Pies,27-34 oz,,FREE,BOGO_FREE,Buy 1 Get 1 Free,NO,,YES,,,0,NO
2019,3,Private Label,10-Inch Pie,Apple Pumpkin or Sweet Potato 38-42 oz,,6.99,STRAIGHT_PRICE,each,NO,,YES,,,6.99,NO
2019,3,Private Label,Thanksgiving Cake and Cupcake Platter,,,17.99,STRAIGHT_PRICE,per lb,NO,,YES,,,17.99,NO
2019,3,Edwards,Pie,Frozen 23.5-36 oz,,4.99,STRAIGHT_PRICE,,NO,,YES,,,4.99,NO
2019,3,Kraft,Cool Whip Whipped Topping,8 oz cont,,1.5,MULTIBUY,2/$3,NO,,YES,,,1.5,YES
2019,3,Private Label,Italian Wedding Cookies,12 oz,,5,STRAIGHT_PRICE,each,NO,,YES,,,5,NO
2019,3,Private Label,Variety Cheesecake,12 ct 40 oz pkg,,16.99,STRAIGHT_PRICE,each,NO,,YES,,,16.99,NO
2019,3,Chinet,Plates,24-70 ct pkg,,4.99,STRAIGHT_PRICE,,NO,,YES,,,4.99,NO
2019,3,Chinet,Cut Crystal Cutlery,48 ct,,2.79,STRAIGHT_PRICE,,NO,,YES,,,2.79,NO
2019,3,Daisy,Sour Cream,16 oz cont,,2,MULTIBUY,2/$4,NO,,YES,,,2,NO
2019,3,Reddi-wip,Whipped Cream,Selected Varieties,,2,MULTIBUY,2/$4,NO,,YES,,,2,NO
2019,3,Kraft,Philadelphia Cream Cheese,8 oz pkg,,2,MULTIBUY,2/$4,NO,,YES,,,2,YES
2019,3,Pillsbury,Ready-to-Bake Pie Crusts,14 oz,,2.5,MULTIBUY,2/$5,NO,,YES,,,2.5,YES
2019,3,Chinet,Cut Crystal Cups and Plates,Plates 8-12 ct or Cups 8-25 ct,,2.79,STRAIGHT_PRICE,,NO,,YES,,,2.79,NO
2019,4,Private Label,Giant Smoked Bone-In Ham Butt or Shank Portion,,,1.49,STRAIGHT_PRICE,per lb,NO,,YES,,,1.49,NO
2019,4,Private Label,Beef Rib Roast,USDA Choice,,8.99,STRAIGHT_PRICE,per lb,NO,,YES,,,8.99,NO
2019,4,Private Label,Australian Semi-Boneless Lamb Leg,Giant,,5.99,STRAIGHT_PRICE,per lb,NO,,YES,,,5.99,NO
2019,4,Private Label,Boneless New York Strip Roast,USDA Choice,,7.99,STRAIGHT_PRICE,per lb,NO,,YES,,,7.99,NO
2019,4,Eckrich,Cocktail Sausage,Selected Varieties 15-14 oz,,2.5,MULTIBUY,2/$5,NO,,YES,,,2.5,NO
2019,4,Private Label,Center-Cut Pork Chops,Giant Bone-In Value Pack,,2.99,STRAIGHT_PRICE,per lb,NO,,YES,,,2.99,NO
2019,4,Mighty Spark,Patties,Turkey Patties,3.99,STRAIGHT_PRICE,,NO,,YES,,,3.99,NO,
2019,4,Butterball,Turkey Burger,Frozen 32 oz,,6.99,STRAIGHT_PRICE,,NO,,YES,,,6.99,NO
2019,4,Private Label,85% Lean Ground Beef,15% Fat Value Pack,,3.99,STRAIGHT_PRICE,per lb,NO,,YES,,,3.99,NO
2019,4,Hebrew National,Beef Franks in Blanket,Frozen 18.4 oz,,9.99,STRAIGHT_PRICE,each,NO,,YES,,,9.99,NO
2019,4,Perdue,Chicken Short Cuts,Selected Varieties 8-9 oz,,3.33,MULTIBUY,3/$10,NO,,YES,,,3.33,NO
2019,4,Perdue,Refrigerated Nuggets or Cutlets,9-12 oz,,2.5,MULTIBUY,2/$5,NO,,YES,,,2.5,NO
2019,4,Plumrose,Fully Cooked Ribs with BBQ Sauce,16 oz,,5.99,STRAIGHT_PRICE,,NO,,YES,,,5.99,NO
2019,4,Dietz & Watson,Chicken Sausage,Antibiotic Free 10 oz,,3.99,STRAIGHT_PRICE,,NO,,YES,,,3.99,NO
2019,4,Private Label,Extra Jumbo Raw EZ Peel Shrimp,16-20 ct Farm Raised Frozen or Thawed,,7.99,STRAIGHT_PRICE,per lb,NO,,YES,,,7.99,NO
2019,4,Private Label,Extra Large Raw EZ Peel Shrimp,26-30 ct Farm Raised Frozen or Thawed,,6.49,STRAIGHT_PRICE,per lb,NO,,YES,,,6.49,NO
2019,4,Private Label,Large Raw EZ Peel Shrimp,31-40 ct Farm Raised Frozen or Thawed,,5.99,STRAIGHT_PRICE,per lb,NO,,YES,,,5.99,NO
2019,4,Private Label,Extra Jumbo Cooked Cocktail Shrimp,16-20 ct,,10.99,STRAIGHT_PRICE,per lb,NO,,YES,,,10.99,NO
2019,4,Private Label,Extra Large Cooked Cocktail Shrimp,26-30 ct,,8.99,STRAIGHT_PRICE,per lb,NO,,YES,,,8.99,NO
2019,4,Private Label,Large Cooked Cocktail Shrimp,31-40 ct,,7.99,STRAIGHT_PRICE,per lb,NO,,YES,,,7.99,NO
2019,4,Chincoteague,Select Oysters,8 oz cont,,9.99,STRAIGHT_PRICE,each,NO,,YES,,,9.99,NO
2019,4,Chicken of the Sea,Crab Meat,Frozen or Tastee Choice Meals 16 oz or 24 oz,,2,DOLLAR_OFF,$2 Off,NO,,YES,,,2.00 OFF,NO
2019,4,SeaPak,Entrees or Margaritaville Shrimp,SeaPak 8.2-13.8 oz or Margaritaville 8-10 oz,,5.99,STRAIGHT_PRICE,,NO,,YES,,,5.99,NO
2019,4,Private Label,Rotisserie Turkey Breast,Bone-In 24 oz pkg,,7.99,STRAIGHT_PRICE,each,NO,,YES,,,7.99,NO
2019,4,Boar's Head,Ovengold Turkey Breast,Sliced to Order,,10.49,STRAIGHT_PRICE,per lb,NO,,YES,,,10.49,NO
2019,4,Boar's Head,Blazing Buffalo-Style Roasted Chicken Breast,Sliced to Order,,10.49,STRAIGHT_PRICE,per lb,NO,,YES,,,10.49,NO
2019,4,Alouette,Crème de Brie,5 oz cont,,3.49,STRAIGHT_PRICE,each,NO,,YES,,,3.49,NO
2019,4,Land O Lakes,American Cheese,White or Yellow Sliced to Order,,6.99,STRAIGHT_PRICE,per lb,NO,,YES,,,6.99,NO
2019,4,Private Label,Spinach Quiche or Quiche Lorraine,24 oz,,7.99,STRAIGHT_PRICE,,NO,,YES,,,7.99,NO
2019,4,Tribe,Hummus,All Varieties 8 oz,,2.5,MULTIBUY,2/$5,NO,,YES,,,2.5,NO
2019,4,Boar's Head,Genoa Salami,Sliced to Order,,10.49,STRAIGHT_PRICE,per lb,NO,,YES,,,10.49,NO
2019,4,Private Label,Cranberry Orange Sliced Loaf Cake,16 oz,,5,STRAIGHT_PRICE,each,NO,,YES,,,5,NO
2019,4,Private Label,Cranberry Orange Mini Muffins,12 oz,,3.99,STRAIGHT_PRICE,each,NO,,YES,,,3.99,NO
2019,4,Private Label,Cranberry Orange Goat Cheese Log,4 oz pkg,,3.99,STRAIGHT_PRICE,each,NO,,YES,,,3.99,NO
2019,4,Private Label,Cranberry Orange Strip Danish,14 oz pkg,,3.99,STRAIGHT_PRICE,each,NO,,YES,,,3.99,NO
2019,4,Private Label,Peppermint Bouquet,,,10.99,STRAIGHT_PRICE,each,NO,,YES,,,10.99,NO
2019,5,Quorn,Meat Substitutes,Frozen 9.31-10.6 oz pkg,,2.99,STRAIGHT_PRICE,,NO,,YES,,,2.99,NO
2019,5,Saffron Road,Entrée,Frozen 10 oz,,4.49,STRAIGHT_PRICE,,NO,,YES,,,4.49,NO
2019,5,Nature's Promise,Organic Cauliflower,,,3.99,STRAIGHT_PRICE,each,NO,,YES,,,3.99,NO
2019,5,Kashi,GO Cereal,12-14 oz box,,3,MULTIBUY,2/$6,NO,,YES,,,3,NO
2019,5,Nature's Promise,Laura's Lean 92% Ground Beef,8% Fat,,5.99,STRAIGHT_PRICE,per lb,NO,,YES,,,5.99,NO
2019,5,Lifeway,Kefir,32 fl oz btl,,1,DOLLAR_OFF,$1 Off,NO,,YES,,,1.00 OFF,NO
2019,5,Kodiak Cakes,Flapjack or Muffin Mix,18-24 oz or Muffins 14-14.25 oz,,4,MULTIBUY,2/$8,NO,,YES,,,4,NO
2019,5,Nature's Promise,Organic Sweet Potatoes,US No. 1 3 lb bag,,3.99,STRAIGHT_PRICE,,NO,,YES,,,3.99,NO
2019,5,Nature's Promise,Fully Cooked Chicken Sausage,12 oz,,5,STRAIGHT_PRICE,,NO,,YES,,,5,NO
2019,5,Stacy's,Pita Chips,6.75-7.33 oz,,3,MULTIBUY,2/$6,NO,,YES,,,3,NO
2019,5,Think Thin,Protein Cakes,1.45-1.55 oz,,1.67,MULTIBUY,3/$5,NO,,YES,,,1.67,NO
2019,5,Nature's Promise,Organic Mini Potatoes,US No. 1 Red Medley or Gold 24 oz,,3.99,STRAIGHT_PRICE,each,NO,,YES,,,3.99,NO
2019,5,Nature's Promise,Shrimp,All Natural 12 oz pkg,,1,DOLLAR_OFF,$1 Off,NO,,YES,,,1.00 OFF,NO
2019,5,Pirate's Booty,Chips,10 oz pkg,,5.99,STRAIGHT_PRICE,,NO,,YES,,,5.99,NO
2019,5,Nature's Promise,Sparkling Water 6 Pack,6/16.9 fl oz btls,,2,MULTIBUY,2/$4,NO,,YES,,,2,NO
2019,5,Nature's Promise,Organic Cranberry Juice,64 fl oz,,3,MULTIBUY,2/$6,NO,,YES,,,3,NO
2019,5,Muir Glen,Organic Canned Tomatoes,28 oz can,,2,MULTIBUY,2/$4,NO,,YES,,,2,NO
2019,5,Beanitos,Chips,4.5-7 oz,,2.5,MULTIBUY,2/$5,NO,,YES,,,2.5,NO
2019,5,Nature's Promise,Organic Canned Tomatoes,28 oz,,1.69,STRAIGHT_PRICE,,NO,,YES,,,1.69,NO
2019,5,Nature's Promise,Organic Broth,32 oz box,,1.5,MULTIBUY,2/$3,NO,,YES,,,1.5,NO
2019,5,Justin's,Nut Butter,16 oz jar,,9.99,STRAIGHT_PRICE,,NO,,YES,,,9.99,NO
2019,5,Private Label,Decadent Cakes,French Vanilla or Chocolate Waterfall 35-41 oz,,12.99,STRAIGHT_PRICE,each,NO,,YES,,,12.99,NO
2019,5,Private Label,Thanksgiving Bouquets,,,8.99-29.99,STRAIGHT_PRICE,,NO,,YES,,,8.99-29.99,NO
2019,5,Private Label,Dozen Rose Bouquet,,,15.99,STRAIGHT_PRICE,each,NO,,YES,,,15.99,NO
2019,5,Private Label,Dinner Rolls,Snowflake or Finger Rolls 16-18 oz pkg,,2.5,MULTIBUY,2/$5,NO,,YES,,,2.5,NO
2019,5,Private Label,3-Pack Pies,Dutch Apple Apple Pumpkin or Sweet Potato,,10.99,STRAIGHT_PRICE,each,NO,,YES,,,10.99,NO
2019,5,Private Label,Thanksgiving Holiday Arrangements,,,19.99-49.99,STRAIGHT_PRICE,,NO,,YES,,,19.99-49.99,NO
2019,5,Private Label,Poinsettia Plant in 6-Inch Pot,,,5.5,MULTIBUY,2/$11,NO,,YES,,,5.5,NO
2019,5,Duracell,Batteries,Selected Varieties,,FREE,BUNDLE,Buy Theirs Get Ours Free (Smart Living Batteries),NO,,YES,,,0,NO
2019,5,Private Label,Peppermint Seltzer 1 Liter,33.8 fl oz btl,,0.67,MULTIBUY,3/$2,NO,,YES,,,0.67,NO
2019,5,Private Label,Gingerbread Colored Plates,45 ct pkg,,2.59,STRAIGHT_PRICE,,NO,,YES,,,2.59,NO
2019,5,Private Label,Cranberry Orange Nut Bars,4 ct box,,2.5,MULTIBUY,2/$5,NO,,YES,,,2.5,NO
2019,5,Private Label,Peppermint Whipped Topping,13 oz cont,,3.99,STRAIGHT_PRICE,,NO,,YES,,,3.99,NO
2019,6,Kellogg's,Cereal,Selected Varieties 13.5-17.7 oz or Frosted Flakes Honey Smacks 15.3 oz box,,2.5,MULTIBUY,2/$5,NO,,YES,,,2.5,NO
2019,6,Chex,Cereal,Wheat Rice or Corn 12-14 oz box,,1.99,STRAIGHT_PRICE,,NO,,YES,,,1.99,NO
2019,6,Progresso,Soups,18-19 oz can,,1.25,MULTIBUY,4/$5,YES,,YES,,,1,NO
2019,6,Skippy,Peanut Butter,15-16.3 oz jar,,2,MULTIBUY,2/$4,NO,,YES,,,2,NO
2019,6,McCormick,Wet Gravy or Hidden Valley Ranch Mix,Gravy 12 oz box or Mix 0.74-1 oz pkg,,1.5,MULTIBUY,2/$3,NO,,YES,,,1.5,NO
2019,6,Wesson,Vegetable or Canola Oil,64 oz cont,,4.99,STRAIGHT_PRICE,,NO,,YES,,,4.99,NO
2019,6,Private Label,Giant Olive Oil,50.7-51 oz btl,,9.99,STRAIGHT_PRICE,,NO,,YES,,,9.99,NO
2019,6,Mezzetta,Roasted Peppers,10 oz jar,,1.99,STRAIGHT_PRICE,,NO,,YES,,,1.99,NO
2019,6,Heinz,Ketchup or Simply Ketchup,20 oz btl,,2,MULTIBUY,2/$4,NO,,YES,,,2,NO
2019,6,Classico,Pasta or Pesto Sauce,Pasta 15-24 oz jar or Pesto 8.1 oz jar,,2,MULTIBUY,2/$4,NO,,YES,,,2,NO
2019,6,Bumble Bee,Solid White Tuna,5 oz can,,1.5,MULTIBUY,2/$3,NO,,YES,,,1.5,NO
2019,6,Sun-Maid,Raisin Fruit Snacks,4.9 oz box,,2,MULTIBUY,2/$4,NO,,YES,,,2,NO
2019,6,Nestle,Toll House Morsels,8-12 oz pkg,,2.5,MULTIBUY,2/$5,NO,,YES,,,2.5,NO
2019,6,Quaker,Oatmeal Select Starts,7-18 oz,,3,MULTIBUY,2/$6,NO,,YES,,,3,NO
2019,6,Baker's,Coconut or Dipping Chocolate,Baking Bars 4 oz or Dipping Chocolate 7 oz or Coconut 14 oz,,2.5,MULTIBUY,2/$5,NO,,YES,,,2.5,NO
2019,6,Private Label,Giant Brown or Confectioners' Sugar,2 lb pkg,,1.69,STRAIGHT_PRICE,,NO,,YES,,,1.69,NO
2019,6,Heinz,Pickles,16-24 fl oz jar,,2,MULTIBUY,2/$4,NO,,YES,,,2,NO
